id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score
19801,29.0,male,Bachelor,22630.0,8,RENT,6.0,657
19802,27.0,male,Master,44233.0,8,MORTGAGE,10.0,706
19803,27.0,female,Associate,24963.0,1,RENT,7.0,566
19804,27.0,female,Bachelor,44367.0,7,MORTGAGE,7.0,605
19805,27.0,male,Master,26630.0,2,RENT,10.0,643
19806,32.0,male,High School,30928.0,11,RENT,8.0,537
19807,27.0,male,Bachelor,30852.0,8,RENT,9.0,569
19808,31.0,female,Associate,34414.0,12,RENT,7.0,529
19809,27.0,male,Bachelor,44182.0,8,MORTGAGE,10.0,665
19810,34.0,female,Bachelor,37264.0,10,RENT,6.0,699
19811,29.0,female,Bachelor,36826.0,8,MORTGAGE,10.0,608
19812,32.0,male,High School,37449.0,10,RENT,9.0,581
19813,32.0,female,Master,44201.0,8,MORTGAGE,10.0,628
19814,30.0,female,Bachelor,44370.0,5,MORTGAGE,5.0,709
19815,30.0,female,Bachelor,36845.0,4,RENT,10.0,644
19816,27.0,male,Master,44102.0,4,MORTGAGE,5.0,614
19817,28.0,female,High School,44076.0,6,OWN,10.0,568
19818,28.0,male,Bachelor,44338.0,6,MORTGAGE,8.0,597
19819,28.0,female,Bachelor,38428.0,6,RENT,7.0,704
19820,27.0,male,High School,44219.0,4,MORTGAGE,7.0,668
19821,29.0,male,Bachelor,43018.0,5,RENT,10.0,597
19822,30.0,female,Bachelor,43107.0,7,RENT,6.0,630
19823,27.0,male,Associate,44340.0,4,OWN,5.0,655
19824,34.0,female,High School,44371.0,11,RENT,7.0,581
19825,30.0,male,Bachelor,43982.0,7,MORTGAGE,10.0,669
19826,29.0,female,Associate,44443.0,7,MORTGAGE,6.0,644
19827,35.0,male,High School,44180.0,13,MORTGAGE,6.0,658
19828,27.0,male,Associate,44419.0,0,RENT,10.0,650
19829,28.0,male,Associate,45748.0,4,RENT,7.0,516
19830,28.0,female,High School,47170.0,7,RENT,7.0,645
19831,28.0,female,Associate,48394.0,5,RENT,9.0,699
19832,35.0,male,Associate,41882.0,14,RENT,5.0,675
19833,28.0,male,Master,44549.0,4,MORTGAGE,7.0,657
19834,27.0,female,Associate,44019.0,7,MORTGAGE,6.0,690
19835,29.0,male,Associate,48940.0,7,RENT,7.0,697
19836,29.0,male,High School,44451.0,6,OWN,6.0,692
19837,29.0,female,Bachelor,48934.0,2,RENT,8.0,653
19838,27.0,female,Master,48970.0,7,RENT,7.0,660
19839,33.0,male,Bachelor,51674.0,10,RENT,5.0,692
19840,30.0,male,Bachelor,44352.0,7,MORTGAGE,5.0,650
19841,29.0,female,Associate,45947.0,4,RENT,5.0,631
19842,30.0,male,Master,46914.0,6,RENT,8.0,649
19843,29.0,male,Bachelor,47059.0,8,RENT,7.0,614
19844,27.0,male,Bachelor,47542.0,3,RENT,7.0,653
19845,33.0,male,Bachelor,44264.0,10,MORTGAGE,10.0,600
19846,30.0,female,Bachelor,51171.0,11,RENT,10.0,491
19847,29.0,female,Bachelor,51588.0,8,RENT,10.0,538
19848,30.0,male,Bachelor,51370.0,9,RENT,9.0,637
19849,27.0,male,Master,44015.0,3,MORTGAGE,10.0,692
19850,27.0,male,Master,44100.0,3,OWN,9.0,634
19851,29.0,male,Bachelor,53995.0,11,RENT,6.0,583
19852,35.0,male,Associate,44265.0,15,OWN,10.0,697
19853,34.0,male,High School,53728.0,11,RENT,6.0,696
19854,30.0,female,Associate,44149.0,7,MORTGAGE,8.0,545
19855,33.0,male,Bachelor,44427.0,10,OWN,7.0,633
19856,28.0,male,Associate,55221.0,6,RENT,7.0,664
19857,27.0,male,Doctorate,47991.0,4,RENT,9.0,650
19858,31.0,female,Bachelor,57413.0,10,RENT,9.0,714
19859,27.0,female,High School,50327.0,4,RENT,7.0,628
19860,28.0,male,Bachelor,50941.0,6,RENT,5.0,583
19861,32.0,female,Associate,58563.0,10,RENT,10.0,680
19862,27.0,female,Associate,59933.0,5,RENT,10.0,609
19863,30.0,male,Associate,43997.0,9,MORTGAGE,5.0,606
19864,33.0,female,Bachelor,62115.0,8,RENT,7.0,646
19865,32.0,male,Bachelor,62700.0,8,RENT,5.0,707
19866,28.0,male,High School,56406.0,7,RENT,7.0,640
19867,27.0,male,High School,63554.0,8,RENT,9.0,576
19868,30.0,female,Bachelor,64703.0,9,RENT,9.0,718
19869,27.0,male,High School,43920.0,6,MORTGAGE,7.0,644
19870,34.0,female,Bachelor,44260.0,9,MORTGAGE,10.0,647
19871,28.0,male,Bachelor,44515.0,5,MORTGAGE,9.0,612
19872,28.0,female,Master,67072.0,6,RENT,5.0,632
19873,31.0,female,Bachelor,66964.0,12,RENT,9.0,658
19874,29.0,female,Bachelor,63397.0,4,RENT,10.0,710
19875,27.0,male,Associate,73148.0,1,RENT,7.0,655
19876,28.0,male,Bachelor,43857.0,2,MORTGAGE,7.0,599
19877,30.0,female,Associate,75889.0,5,RENT,9.0,698
19878,35.0,male,High School,80322.0,14,RENT,10.0,597
19879,28.0,female,High School,82804.0,5,RENT,5.0,624
19880,29.0,female,Bachelor,83616.0,8,RENT,5.0,694
19881,28.0,male,Master,85022.0,1,RENT,8.0,604
19882,33.0,male,Bachelor,77788.0,8,RENT,5.0,655
19883,28.0,female,High School,91163.0,4,RENT,9.0,684
19884,29.0,male,High School,44266.0,4,MORTGAGE,5.0,658
19885,28.0,female,High School,79132.0,8,RENT,8.0,625
19886,35.0,female,Associate,100583.0,15,RENT,6.0,571
19887,27.0,female,Master,101335.0,7,RENT,7.0,685
19888,27.0,male,Bachelor,43912.0,5,MORTGAGE,5.0,584
19889,35.0,male,Associate,108966.0,14,RENT,10.0,648
19890,34.0,male,High School,112484.0,9,RENT,10.0,672
19891,31.0,male,Master,113947.0,10,RENT,9.0,654
19892,35.0,male,Associate,44401.0,12,MORTGAGE,8.0,628
19893,27.0,female,Associate,103299.0,3,RENT,6.0,506
19894,27.0,male,Bachelor,125961.0,5,RENT,8.0,580
19895,30.0,female,Associate,166105.0,4,RENT,10.0,605
19896,31.0,female,Master,44686.0,8,MORTGAGE,9.0,587
19897,32.0,male,Associate,29300.0,9,RENT,8.0,605
19898,29.0,male,Master,39657.0,9,RENT,6.0,657
19899,34.0,female,Associate,35874.0,13,RENT,10.0,723
19900,28.0,male,Master,40726.0,9,RENT,6.0,644
19901,33.0,female,High School,44695.0,11,MORTGAGE,6.0,672
19902,30.0,male,High School,48638.0,6,RENT,7.0,595
19903,33.0,female,Bachelor,44662.0,12,MORTGAGE,6.0,546
19904,29.0,male,Associate,51323.0,9,RENT,7.0,594
19905,33.0,female,Associate,37621.0,12,MORTGAGE,6.0,629
19906,34.0,male,Bachelor,58515.0,14,RENT,7.0,673
19907,29.0,male,Bachelor,44529.0,6,MORTGAGE,7.0,643
19908,27.0,male,Bachelor,44911.0,5,MORTGAGE,5.0,622
19909,28.0,male,Bachelor,60688.0,5,RENT,5.0,611
19910,29.0,female,Bachelor,63785.0,4,RENT,5.0,637
19911,28.0,male,Associate,63808.0,7,RENT,8.0,597
19912,27.0,female,Bachelor,58553.0,3,RENT,8.0,525
19913,35.0,male,High School,67366.0,15,RENT,8.0,674
19914,27.0,female,Bachelor,45025.0,5,MORTGAGE,8.0,690
19915,27.0,female,Master,84882.0,9,RENT,10.0,701
19916,31.0,female,Bachelor,45425.0,11,MORTGAGE,8.0,602
19917,28.0,female,Master,45292.0,6,OWN,10.0,597
19918,27.0,male,Associate,100003.0,7,RENT,8.0,688
19919,28.0,male,Bachelor,162894.0,5,RENT,7.0,676
19920,27.0,male,Associate,45646.0,4,MORTGAGE,6.0,633
19921,27.0,female,Bachelor,30941.0,5,RENT,10.0,641
19922,31.0,male,Doctorate,31187.0,9,RENT,8.0,593
19923,29.0,female,Bachelor,35687.0,3,RENT,10.0,633
19924,35.0,female,Master,45649.0,13,OWN,8.0,691
19925,33.0,female,High School,67049.0,9,RENT,6.0,627
19926,34.0,female,Bachelor,45357.0,9,OWN,10.0,643
19927,32.0,female,Master,38591.0,9,MORTGAGE,7.0,652
19928,27.0,female,Associate,45807.0,3,OWN,6.0,619
19929,28.0,male,High School,45578.0,5,MORTGAGE,10.0,568
19930,30.0,female,Associate,32555.0,9,RENT,9.0,707
19931,27.0,male,Associate,45698.0,9,OWN,10.0,682
19932,27.0,male,High School,34636.0,6,RENT,5.0,666
19933,32.0,female,Bachelor,45620.0,6,MORTGAGE,7.0,675
19934,28.0,female,High School,45194.0,5,MORTGAGE,6.0,581
19935,34.0,male,Bachelor,45030.0,11,MORTGAGE,5.0,707
19936,35.0,male,Associate,38010.0,11,MORTGAGE,7.0,660
19937,27.0,female,High School,40590.0,5,RENT,5.0,553
19938,28.0,male,Bachelor,45926.0,2,MORTGAGE,6.0,605
19939,31.0,female,Associate,41846.0,7,RENT,6.0,711
19940,29.0,male,Master,42994.0,8,RENT,8.0,625
19941,33.0,female,Bachelor,38365.0,9,MORTGAGE,6.0,669
19942,35.0,male,Master,47632.0,12,RENT,9.0,685
19943,29.0,male,Associate,45465.0,6,OWN,5.0,618
19944,34.0,female,Associate,43027.0,12,RENT,10.0,591
19945,33.0,male,High School,80182.0,9,RENT,7.0,670
19946,33.0,female,Associate,42711.0,12,RENT,10.0,668
19947,29.0,male,Bachelor,60410.0,8,RENT,6.0,689
19948,29.0,female,Associate,45671.0,5,MORTGAGE,7.0,615
19949,33.0,female,Bachelor,45397.0,12,MORTGAGE,7.0,608
19950,35.0,male,Bachelor,38427.0,13,MORTGAGE,5.0,666
19951,32.0,male,Master,45534.0,11,MORTGAGE,9.0,683
19952,30.0,male,High School,38383.0,8,MORTGAGE,8.0,618
19953,34.0,female,High School,46763.0,9,RENT,5.0,650
19954,33.0,female,Associate,47055.0,10,RENT,8.0,505
19955,28.0,female,High School,48843.0,4,RENT,10.0,631
19956,31.0,male,Bachelor,60935.0,8,RENT,8.0,687
19957,30.0,female,Bachelor,53834.0,6,RENT,10.0,624
19958,33.0,female,Bachelor,65652.0,8,RENT,6.0,675
19959,31.0,female,Associate,45256.0,9,MORTGAGE,7.0,708
19960,28.0,female,Associate,72797.0,4,RENT,6.0,638
19961,34.0,male,Master,75726.0,14,RENT,5.0,713
19962,31.0,male,Bachelor,80385.0,8,RENT,10.0,597
19963,28.0,female,Master,90827.0,7,RENT,10.0,667
19964,27.0,male,Bachelor,91627.0,3,RENT,5.0,567
19965,31.0,male,Associate,422825.0,6,RENT,6.0,587
19966,34.0,male,Associate,67824.0,12,RENT,10.0,562
19967,29.0,male,High School,25915.0,4,RENT,9.0,630
19968,27.0,female,Associate,37607.0,0,RENT,6.0,548
19969,29.0,male,Master,38441.0,7,RENT,7.0,701
19970,32.0,male,High School,39351.0,6,RENT,9.0,614
19971,28.0,female,Doctorate,47969.0,2,RENT,10.0,664
19972,30.0,female,Associate,38260.0,5,MORTGAGE,5.0,594
19973,27.0,male,Associate,55151.0,7,RENT,9.0,664
19974,30.0,male,Bachelor,45564.0,9,MORTGAGE,7.0,692
19975,27.0,male,Associate,62913.0,6,RENT,6.0,629
19976,27.0,male,Associate,75325.0,4,RENT,10.0,684
19977,29.0,female,Bachelor,38314.0,7,MORTGAGE,5.0,571
19978,28.0,female,Associate,79288.0,2,RENT,8.0,650
19979,27.0,male,Associate,97481.0,4,RENT,6.0,633
19980,27.0,male,Associate,42998.0,4,RENT,5.0,649
19981,29.0,male,High School,40046.0,3,RENT,8.0,610
19982,30.0,male,Associate,45535.0,6,MORTGAGE,9.0,586
19983,33.0,female,Bachelor,45535.0,15,MORTGAGE,5.0,597
19984,29.0,female,High School,91069.0,4,RENT,10.0,623
19985,28.0,male,Bachelor,60897.0,8,RENT,7.0,649
19986,29.0,male,Bachelor,36809.0,6,RENT,10.0,608
19987,28.0,female,Bachelor,55040.0,6,RENT,7.0,683
19988,27.0,female,High School,55051.0,4,RENT,8.0,455
19989,28.0,male,Bachelor,45631.0,7,MORTGAGE,5.0,579
19990,33.0,female,Associate,58650.0,3,RENT,10.0,681
19991,32.0,female,Bachelor,58675.0,11,RENT,5.0,705
19992,35.0,female,Associate,46407.0,10,MORTGAGE,5.0,664
19993,29.0,female,High School,61096.0,6,RENT,10.0,607
19994,34.0,female,Master,60825.0,14,RENT,7.0,684
19995,33.0,male,Associate,61183.0,9,RENT,5.0,653
19996,29.0,male,Bachelor,63322.0,8,RENT,8.0,582
19997,33.0,male,Associate,64627.0,5,RENT,5.0,602
19998,29.0,female,High School,66915.0,7,RENT,5.0,695
19999,33.0,male,Associate,66968.0,13,RENT,6.0,695
20000,34.0,female,Bachelor,45940.0,9,MORTGAGE,7.0,667
20001,31.0,male,High School,67077.0,6,RENT,7.0,643
20002,28.0,male,High School,60116.0,4,RENT,9.0,553
20003,28.0,female,Associate,73106.0,9,RENT,5.0,683
20004,30.0,male,Master,72990.0,6,RENT,9.0,630
20005,28.0,male,Master,73281.0,8,RENT,10.0,649
20006,33.0,male,Bachelor,45891.0,12,MORTGAGE,7.0,643
20007,30.0,male,High School,83749.0,10,RENT,10.0,633
20008,27.0,female,Associate,77525.0,5,RENT,5.0,612
20009,27.0,male,Associate,84797.0,1,RENT,10.0,685
20010,28.0,female,Associate,46330.0,7,OWN,5.0,568
20011,33.0,female,Bachelor,89821.0,7,RENT,9.0,692
20012,28.0,male,High School,46241.0,4,MORTGAGE,8.0,694
20013,28.0,female,Associate,99616.0,3,RENT,8.0,555
20014,35.0,male,Master,39108.0,13,MORTGAGE,5.0,680
20015,35.0,male,Associate,102741.0,11,RENT,6.0,689
20016,31.0,male,Master,75707.0,3,RENT,9.0,716
20017,30.0,male,Associate,108761.0,6,RENT,6.0,618
20018,34.0,male,Bachelor,39046.0,12,MORTGAGE,9.0,584
20019,29.0,male,Master,99686.0,8,RENT,9.0,540
20020,27.0,male,Bachelor,128482.0,2,RENT,5.0,566
20021,30.0,female,Bachelor,132814.0,8,RENT,8.0,691
20022,33.0,female,High School,123500.0,10,RENT,6.0,628
20023,31.0,male,Associate,193032.0,11,RENT,7.0,642
20024,33.0,male,Associate,25030.0,9,RENT,9.0,611
20025,27.0,female,Master,65641.0,3,RENT,6.0,641
20026,32.0,male,Associate,79210.0,12,RENT,8.0,584
20027,31.0,female,Bachelor,133176.0,8,RENT,6.0,659
20028,35.0,female,Bachelor,24066.0,10,RENT,7.0,680
20029,32.0,female,Bachelor,31116.0,14,RENT,6.0,714
20030,28.0,male,Associate,31362.0,4,RENT,8.0,681
20031,31.0,male,Bachelor,35793.0,6,RENT,7.0,667
20032,28.0,female,Bachelor,48958.0,10,RENT,8.0,635
20033,31.0,male,Associate,46511.0,9,OWN,5.0,672
20034,30.0,female,High School,46018.0,5,MORTGAGE,5.0,691
20035,35.0,female,Bachelor,75920.0,13,RENT,8.0,707
20036,34.0,male,Associate,46629.0,11,MORTGAGE,5.0,576
20037,27.0,female,High School,85280.0,4,RENT,5.0,477
20038,28.0,female,Associate,114008.0,8,RENT,9.0,612
20039,34.0,male,Bachelor,31316.0,10,RENT,6.0,679
20040,30.0,female,Bachelor,46824.0,11,OWN,8.0,673
20041,32.0,female,Bachelor,60920.0,10,RENT,8.0,698
20042,32.0,female,Associate,16631.0,11,RENT,9.0,497
20043,35.0,female,Associate,46457.0,12,MORTGAGE,7.0,560
20044,32.0,female,Master,46722.0,6,OWN,9.0,667
20045,28.0,female,Bachelor,46434.0,7,MORTGAGE,10.0,544
20046,28.0,male,High School,46545.0,4,OWN,8.0,643
20047,32.0,female,Bachelor,82297.0,12,RENT,8.0,699
20048,35.0,female,Master,46778.0,10,MORTGAGE,9.0,646
20049,27.0,female,High School,46500.0,2,OWN,6.0,628
20050,31.0,male,Master,46572.0,10,OWN,10.0,708
20051,28.0,male,Associate,36910.0,7,RENT,8.0,634
20052,32.0,female,Bachelor,46535.0,10,MORTGAGE,6.0,700
20053,33.0,male,Bachelor,46557.0,9,OWN,10.0,673
20054,31.0,female,High School,59650.0,9,RENT,6.0,586
20055,28.0,male,Master,25130.0,3,RENT,9.0,629
20056,31.0,male,Bachelor,24861.0,5,RENT,6.0,572
20057,32.0,male,Master,46753.0,12,MORTGAGE,6.0,688
20058,28.0,female,Bachelor,37128.0,6,RENT,8.0,678
20059,31.0,female,Associate,45699.0,11,RENT,8.0,638
20060,35.0,male,Associate,46655.0,15,MORTGAGE,5.0,565
20061,28.0,male,Master,67038.0,5,RENT,10.0,726
20062,29.0,female,High School,33534.0,3,RENT,5.0,636
20063,27.0,male,Associate,15695.0,4,RENT,7.0,633
20064,27.0,female,Doctorate,39675.0,3,MORTGAGE,8.0,549
20065,29.0,female,Associate,46081.0,2,MORTGAGE,9.0,655
20066,31.0,female,Master,46491.0,10,OWN,5.0,722
20067,28.0,male,Bachelor,18364.0,5,RENT,8.0,661
20068,31.0,female,Bachelor,18884.0,8,RENT,6.0,635
20069,28.0,female,High School,46613.0,4,MORTGAGE,7.0,597
20070,29.0,female,Master,46578.0,6,MORTGAGE,9.0,518
20071,30.0,male,High School,18857.0,7,RENT,7.0,636
20072,31.0,male,Bachelor,46580.0,11,MORTGAGE,8.0,663
20073,30.0,male,High School,21005.0,10,RENT,7.0,607
20074,31.0,male,Bachelor,21302.0,9,RENT,9.0,670
20075,27.0,male,Associate,21369.0,3,RENT,8.0,566
20076,35.0,male,Master,46543.0,12,MORTGAGE,5.0,688
20077,35.0,female,Bachelor,39251.0,11,MORTGAGE,5.0,716
20078,32.0,male,Master,22500.0,8,RENT,10.0,555
20079,28.0,male,Bachelor,22839.0,7,RENT,8.0,634
20080,31.0,male,High School,22590.0,7,RENT,5.0,610
20081,29.0,female,High School,46582.0,8,MORTGAGE,6.0,675
20082,33.0,female,Master,46483.0,11,MORTGAGE,6.0,664
20083,28.0,male,Master,24002.0,4,RENT,8.0,628
20084,34.0,female,Associate,46434.0,9,OWN,6.0,640
20085,29.0,male,Bachelor,24131.0,7,RENT,6.0,634
20086,34.0,male,High School,46682.0,13,MORTGAGE,6.0,524
20087,35.0,female,Bachelor,24761.0,13,RENT,10.0,708
20088,30.0,male,High School,24960.0,8,RENT,9.0,694
20089,27.0,male,Bachelor,25096.0,6,RENT,8.0,566
20090,28.0,female,Associate,24991.0,5,RENT,9.0,695
20091,27.0,female,Associate,39712.0,5,MORTGAGE,9.0,628
20092,28.0,female,Associate,25010.0,6,RENT,9.0,627
20093,28.0,male,Associate,25004.0,3,RENT,6.0,516
20094,27.0,male,Associate,46300.0,7,MORTGAGE,5.0,618
20095,33.0,male,Associate,25021.0,13,RENT,8.0,647
20096,29.0,male,Associate,46561.0,4,MORTGAGE,6.0,620
20097,27.0,female,Associate,26496.0,4,RENT,9.0,685
20098,29.0,female,Master,25995.0,7,RENT,10.0,673
20099,30.0,female,High School,26539.0,7,RENT,7.0,689
20100,32.0,male,High School,26711.0,9,RENT,10.0,581
20101,29.0,male,Associate,27409.0,2,RENT,7.0,613
20102,27.0,female,Bachelor,27397.0,2,RENT,10.0,596
20103,32.0,female,Bachelor,28226.0,12,RENT,8.0,698
20104,32.0,female,Associate,28593.0,9,RENT,6.0,610
20105,27.0,male,Bachelor,28887.0,2,RENT,6.0,680
20106,31.0,male,High School,29657.0,6,RENT,9.0,691
20107,27.0,female,Master,46288.0,0,MORTGAGE,8.0,568
20108,31.0,female,High School,29621.0,11,RENT,6.0,603
20109,27.0,female,Master,30106.0,4,RENT,10.0,626
20110,32.0,female,Master,47109.0,9,MORTGAGE,9.0,704
20111,29.0,male,Bachelor,30869.0,4,RENT,6.0,596
20112,28.0,female,Bachelor,46789.0,9,MORTGAGE,10.0,605
20113,30.0,female,Bachelor,46818.0,6,MORTGAGE,10.0,679
20114,27.0,female,Bachelor,32378.0,5,RENT,10.0,666
20115,27.0,female,Associate,39556.0,8,MORTGAGE,9.0,637
20116,29.0,male,Associate,32265.0,8,RENT,7.0,639
20117,33.0,male,Master,46943.0,13,MORTGAGE,7.0,687
20118,29.0,male,Associate,33151.0,3,RENT,8.0,671
20119,29.0,female,Master,47219.0,4,MORTGAGE,8.0,680
20120,32.0,female,Associate,34253.0,11,RENT,7.0,605
20121,28.0,male,Associate,33975.0,5,RENT,8.0,663
20122,29.0,male,Bachelor,34559.0,6,RENT,7.0,523
20123,33.0,male,High School,47025.0,11,OWN,8.0,624
20124,29.0,male,Associate,46774.0,9,OWN,8.0,577
20125,29.0,male,Bachelor,35107.0,1,RENT,10.0,676
20126,33.0,male,Associate,35555.0,12,RENT,5.0,640
20127,29.0,male,Master,35407.0,6,RENT,10.0,588
20128,31.0,male,High School,46941.0,9,OWN,8.0,664
20129,32.0,male,Associate,47000.0,9,OWN,7.0,598
20130,27.0,male,Master,35930.0,4,RENT,5.0,581
20131,35.0,female,Master,47143.0,15,MORTGAGE,9.0,693
20132,27.0,female,Associate,37012.0,7,RENT,7.0,664
20133,34.0,female,High School,36969.0,12,RENT,7.0,640
20134,30.0,female,Associate,36902.0,5,RENT,6.0,539
20135,34.0,male,Bachelor,37289.0,11,RENT,6.0,729
20136,27.0,male,High School,47103.0,4,MORTGAGE,5.0,685
20137,35.0,female,Bachelor,47326.0,13,MORTGAGE,6.0,577
20138,34.0,female,Master,46946.0,9,MORTGAGE,10.0,682
20139,33.0,male,Master,47018.0,10,OWN,7.0,641
20140,27.0,female,Master,37104.0,5,RENT,9.0,717
20141,28.0,female,Bachelor,38364.0,5,RENT,5.0,701
20142,27.0,female,Associate,37822.0,2,RENT,7.0,622
20143,28.0,female,Bachelor,38370.0,2,RENT,7.0,709
20144,30.0,male,Associate,46833.0,11,MORTGAGE,5.0,679
20145,28.0,female,High School,47211.0,9,MORTGAGE,6.0,651
20146,32.0,female,High School,39471.0,7,RENT,9.0,692
20147,33.0,male,High School,39366.0,14,RENT,7.0,628
20148,27.0,male,Associate,39404.0,6,RENT,9.0,529
20149,27.0,male,Master,40548.0,5,RENT,8.0,675
20150,27.0,female,Bachelor,40575.0,2,RENT,9.0,673
20151,30.0,female,High School,41145.0,6,RENT,9.0,638
20152,31.0,female,Associate,41500.0,7,RENT,5.0,526
20153,27.0,male,Associate,42099.0,4,RENT,9.0,665
20154,32.0,male,Bachelor,42028.0,6,RENT,10.0,685
20155,30.0,female,High School,42061.0,7,RENT,10.0,647
20156,32.0,male,Associate,42311.0,8,RENT,9.0,654
20157,33.0,female,Bachelor,42259.0,14,RENT,9.0,606
20158,29.0,male,Associate,47550.0,6,OWN,7.0,613
20159,31.0,female,Bachelor,43109.0,7,RENT,5.0,642
20160,29.0,male,High School,42954.0,7,RENT,9.0,663
20161,29.0,male,Doctorate,42955.0,5,RENT,6.0,719
20162,34.0,female,Associate,47715.0,10,MORTGAGE,6.0,624
20163,35.0,male,Master,43094.0,17,RENT,8.0,666
20164,33.0,male,Bachelor,42744.0,12,RENT,5.0,500
20165,28.0,male,Associate,35764.0,4,RENT,10.0,649
20166,28.0,male,High School,43038.0,6,RENT,5.0,586
20167,31.0,female,High School,47578.0,9,MORTGAGE,7.0,603
20168,33.0,male,Bachelor,48142.0,13,OWN,7.0,680
20169,28.0,male,Bachelor,43439.0,3,RENT,6.0,675
20170,31.0,male,Associate,43559.0,10,RENT,5.0,659
20171,27.0,female,Associate,44201.0,3,RENT,10.0,679
20172,28.0,female,Master,44427.0,5,RENT,10.0,642
20173,28.0,male,Bachelor,40651.0,5,MORTGAGE,8.0,570
20174,29.0,female,Bachelor,40740.0,7,MORTGAGE,6.0,693
20175,31.0,male,Master,44334.0,5,RENT,9.0,656
20176,34.0,male,Master,44210.0,12,RENT,10.0,613
20177,27.0,female,Associate,48084.0,4,MORTGAGE,10.0,575
20178,35.0,female,Associate,47684.0,12,MORTGAGE,9.0,572
20179,32.0,male,Bachelor,45575.0,8,RENT,7.0,671
20180,33.0,female,Master,46844.0,11,RENT,5.0,683
20181,29.0,male,Bachelor,48134.0,8,MORTGAGE,8.0,590
20182,30.0,male,Bachelor,47745.0,8,RENT,9.0,650
20183,27.0,male,Bachelor,47863.0,0,RENT,9.0,660
20184,35.0,female,Associate,40489.0,9,RENT,10.0,629
20185,34.0,male,Bachelor,41084.0,13,RENT,5.0,696
20186,30.0,female,Bachelor,48585.0,9,RENT,9.0,688
20187,29.0,male,Bachelor,49236.0,9,RENT,9.0,600
20188,32.0,male,High School,47895.0,5,MORTGAGE,8.0,586
20189,29.0,female,Associate,41702.0,6,RENT,7.0,634
20190,30.0,female,High School,41726.0,7,RENT,5.0,528
20191,32.0,female,Master,49234.0,10,RENT,8.0,689
20192,32.0,female,High School,48889.0,10,RENT,7.0,629
20193,33.0,female,Associate,48867.0,13,RENT,10.0,550
20194,33.0,male,Associate,48840.0,11,RENT,7.0,554
20195,29.0,male,Bachelor,48910.0,3,RENT,10.0,521
20196,32.0,male,High School,49056.0,8,RENT,6.0,557
20197,27.0,female,Master,48064.0,3,MORTGAGE,9.0,681
20198,27.0,male,Bachelor,42676.0,4,RENT,7.0,655
20199,31.0,male,Master,50478.0,12,RENT,7.0,495
20200,31.0,male,Bachelor,50342.0,9,RENT,8.0,624
20201,31.0,female,Bachelor,49792.0,10,RENT,10.0,636
20202,29.0,female,High School,47698.0,4,MORTGAGE,5.0,558
20203,27.0,female,Master,40781.0,5,MORTGAGE,8.0,666
20204,32.0,female,Bachelor,51286.0,10,RENT,5.0,611
20205,33.0,male,Bachelor,51622.0,11,RENT,9.0,631
20206,30.0,male,Associate,51204.0,5,RENT,6.0,612
20207,27.0,female,Master,52353.0,6,RENT,9.0,648
20208,29.0,male,High School,47913.0,9,MORTGAGE,6.0,675
20209,27.0,female,Master,48299.0,5,MORTGAGE,8.0,660
20210,27.0,female,Associate,45404.0,5,RENT,9.0,520
20211,32.0,female,Doctorate,55678.0,10,RENT,9.0,568
20212,28.0,female,Master,48366.0,5,RENT,10.0,661
20213,28.0,female,Associate,48518.0,4,MORTGAGE,8.0,621
20214,29.0,female,Master,56331.0,8,RENT,9.0,613
20215,28.0,male,Bachelor,50519.0,6,RENT,8.0,678
20216,29.0,male,Associate,48229.0,7,MORTGAGE,8.0,588
20217,33.0,male,Bachelor,48198.0,10,MORTGAGE,5.0,634
20218,30.0,male,Associate,48603.0,6,MORTGAGE,9.0,708
20219,30.0,male,Bachelor,58397.0,6,RENT,5.0,618
20220,33.0,female,High School,58744.0,9,RENT,5.0,600
20221,29.0,male,Associate,48270.0,7,MORTGAGE,8.0,675
20222,27.0,female,Master,58454.0,4,RENT,10.0,598
20223,28.0,male,Associate,58860.0,3,RENT,8.0,616
20224,34.0,female,Associate,48397.0,8,MORTGAGE,9.0,699
20225,32.0,male,High School,48933.0,7,MORTGAGE,8.0,555
20226,28.0,female,Associate,58517.0,2,RENT,7.0,640
20227,34.0,female,Associate,48593.0,8,MORTGAGE,5.0,609
20228,31.0,male,Bachelor,58509.0,7,RENT,6.0,616
20229,27.0,male,Bachelor,48535.0,7,OWN,5.0,686
20230,30.0,female,Bachelor,48595.0,9,MORTGAGE,10.0,615
20231,34.0,female,Master,58448.0,10,RENT,9.0,657
20232,33.0,female,Bachelor,52588.0,12,RENT,7.0,707
20233,27.0,female,Master,59873.0,0,RENT,9.0,617
20234,27.0,female,Bachelor,59966.0,2,RENT,8.0,690
20235,27.0,female,Associate,48492.0,1,MORTGAGE,9.0,643
20236,31.0,female,Associate,60976.0,7,RENT,8.0,702
20237,28.0,male,Bachelor,48126.0,4,MORTGAGE,6.0,567
20238,33.0,male,Bachelor,48670.0,10,MORTGAGE,7.0,588
20239,28.0,male,Associate,61054.0,5,RENT,10.0,647
20240,30.0,female,Bachelor,48273.0,9,MORTGAGE,5.0,557
20241,35.0,male,Associate,60686.0,11,RENT,5.0,619
20242,29.0,male,High School,53888.0,9,RENT,8.0,638
20243,29.0,male,Bachelor,49032.0,10,MORTGAGE,6.0,614
