person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,cb_person_cred_hist_length,credit_score,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,previous_loan_defaults_on_file,loan_status,rate_x_pct_income,loan_burden,has_prev_defaults
31.0,female,Bachelor,112737.0,12,MORTGAGE,8.0,717,3000.0,MEDICAL,8.49,0.03,No,0,0.2547,0.0289,0
32.0,male,Master,112436.0,8,MORTGAGE,10.0,622,15000.0,DEBTCONSOLIDATION,12.99,0.13,Yes,0,1.6887,0.1507,1
32.0,female,Bachelor,112698.0,9,MORTGAGE,10.0,653,21000.0,VENTURE,10.74,0.19,Yes,0,2.0406,0.2064,1
29.0,male,Associate,98367.0,7,MORTGAGE,9.0,668,12000.0,DEBTCONSOLIDATION,11.01,0.12,No,1,1.3212,0.1354,0
33.0,male,Associate,112408.0,9,MORTGAGE,6.0,635,13000.0,DEBTCONSOLIDATION,7.51,0.12,No,0,0.9012,0.1243,0
29.0,male,Bachelor,112889.0,5,MORTGAGE,8.0,652,20000.0,PERSONAL,16.82,0.18,Yes,0,3.0276,0.207,1
29.0,male,Master,85000.0,7,RENT,7.0,684,12500.0,EDUCATION,8.88,0.15,No,0,1.332,0.1601,0
31.0,female,High School,112600.0,9,OWN,6.0,556,10000.0,EDUCATION,11.01,0.09,Yes,0,0.9909,0.0986,1
27.0,female,High School,112838.0,2,MORTGAGE,10.0,570,16000.0,DEBTCONSOLIDATION,13.57,0.14,Yes,0,1.8998,0.161,1
30.0,male,Bachelor,112563.0,9,MORTGAGE,9.0,659,22500.0,MEDICAL,11.83,0.2,Yes,0,2.366,0.2235,1
29.0,female,High School,97250.0,9,RENT,7.0,662,12500.0,MEDICAL,11.71,0.13,Yes,0,1.5223,0.1436,1
29.0,female,Bachelor,119616.0,6,RENT,9.0,653,12500.0,HOMEIMPROVEMENT,11.01,0.1,Yes,0,1.101,0.116,1
27.0,male,Associate,123040.0,2,RENT,7.0,604,12500.0,VENTURE,11.99,0.1,Yes,0,1.199,0.1138,1
30.0,male,Associate,112942.0,11,MORTGAGE,6.0,642,2500.0,HOMEIMPROVEMENT,5.99,0.02,Yes,0,0.1198,0.0235,1
32.0,male,Bachelor,156937.0,8,RENT,6.0,684,12500.0,PERSONAL,9.99,0.08,Yes,0,0.7992,0.0876,1
28.0,male,Master,166754.7,8,RENT,8.0,703,12500.0,MEDICAL,14.35,0.07,No,0,1.0045,0.0857,0
28.0,female,Master,113309.0,6,MORTGAGE,6.0,722,24000.0,PERSONAL,8.49,0.31,Yes,0,2.6319,0.2298,1
27.0,male,Bachelor,73010.0,6,RENT,9.0,670,12650.0,EDUCATION,11.01,0.17,No,0,1.8717,0.1923,0
27.0,male,Associate,113156.0,4,MORTGAGE,5.0,669,16000.0,HOMEIMPROVEMENT,11.58,0.14,Yes,0,1.6212,0.1578,1
28.0,male,Associate,65803.0,6,RENT,7.0,613,12700.0,DEBTCONSOLIDATION,11.71,0.19,No,1,2.2249,0.2156,0
30.0,female,Doctorate,113669.0,8,MORTGAGE,6.0,662,10000.0,EDUCATION,14.27,0.09,Yes,0,1.2843,0.1005,1
29.0,male,Bachelor,113627.0,6,MORTGAGE,7.0,685,24000.0,PERSONAL,6.62,0.26,No,0,1.7212,0.2252,0
27.0,male,Bachelor,65799.0,0,RENT,7.0,716,12750.0,HOMEIMPROVEMENT,11.01,0.19,No,1,2.0919,0.2151,0
29.0,female,Master,113905.0,6,MORTGAGE,5.0,597,4800.0,MEDICAL,10.99,0.04,Yes,0,0.4396,0.0468,1
35.0,female,Associate,114175.0,13,MORTGAGE,9.0,667,10000.0,HOMEIMPROVEMENT,7.49,0.09,No,0,0.6741,0.0941,0
27.0,male,Associate,43182.0,7,RENT,7.0,629,12800.0,EDUCATION,10.0,0.3,No,1,3.0,0.3261,0
30.0,male,Bachelor,37127.0,5,RENT,9.0,579,12800.0,MEDICAL,14.79,0.34,No,1,5.0286,0.3958,0
31.0,male,Bachelor,114099.0,9,MORTGAGE,10.0,620,3000.0,PERSONAL,5.42,0.03,Yes,0,0.1626,0.0277,1
30.0,female,Master,47087.0,9,RENT,8.0,696,12800.0,MEDICAL,5.79,0.27,No,1,1.5633,0.2876,0
34.0,female,Bachelor,113822.0,13,MORTGAGE,5.0,699,15000.0,MEDICAL,6.54,0.13,No,0,0.8502,0.1404,0
35.0,male,Associate,113716.0,14,MORTGAGE,10.0,589,15000.0,VENTURE,9.88,0.13,Yes,0,1.2844,0.1449,1
29.0,female,Associate,113729.0,8,MORTGAGE,7.0,564,10000.0,PERSONAL,7.51,0.09,Yes,0,0.6759,0.0945,1
27.0,male,Associate,54641.0,6,RENT,9.0,684,12800.0,MEDICAL,11.83,0.23,No,0,2.7209,0.262,0
35.0,female,Associate,56098.0,9,RENT,8.0,688,12800.0,PERSONAL,13.48,0.23,Yes,0,3.1004,0.2589,1
30.0,male,Doctorate,113906.0,9,OWN,7.0,714,14400.0,VENTURE,14.27,0.13,No,0,1.8551,0.1445,0
35.0,female,Master,114029.0,12,MORTGAGE,7.0,711,12000.0,MEDICAL,6.62,0.11,No,0,0.7282,0.1122,0
30.0,female,Associate,84979.0,7,MORTGAGE,9.0,623,24000.0,MEDICAL,15.33,0.29,No,1,4.4457,0.3257,0
27.0,male,Bachelor,114072.0,2,MORTGAGE,5.0,654,10000.0,PERSONAL,14.26,0.09,No,0,1.2834,0.1002,0
27.0,male,High School,114361.0,7,MORTGAGE,7.0,568,8000.0,EDUCATION,7.49,0.07,Yes,0,0.5243,0.0752,1
31.0,female,Bachelor,75274.0,7,RENT,7.0,697,12800.0,PERSONAL,9.62,0.17,No,0,1.6354,0.1864,0
28.0,female,Associate,75459.0,10,RENT,5.0,567,12800.0,MEDICAL,13.16,0.17,Yes,0,2.2372,0.192,1
33.0,female,Bachelor,114878.0,10,MORTGAGE,7.0,662,3500.0,HOMEIMPROVEMENT,11.89,0.03,Yes,0,0.3567,0.0341,1
30.0,female,Bachelor,79380.0,8,RENT,8.0,642,12800.0,VENTURE,15.2,0.16,Yes,0,2.432,0.1858,1
29.0,male,Bachelor,78743.0,4,RENT,10.0,607,12800.0,EDUCATION,9.45,0.16,Yes,0,1.512,0.1779,1
28.0,male,Bachelor,85080.0,8,RENT,6.0,592,12800.0,DEBTCONSOLIDATION,13.57,0.15,Yes,0,2.0355,0.1709,1
34.0,male,Bachelor,83756.0,14,RENT,5.0,712,12800.0,VENTURE,15.7,0.15,No,1,2.355,0.1768,0
32.0,male,Associate,91359.0,12,RENT,9.0,593,12800.0,VENTURE,14.74,0.14,Yes,0,2.0636,0.1608,1
27.0,male,Associate,97205.0,4,RENT,6.0,644,12800.0,HOMEIMPROVEMENT,18.67,0.13,No,0,2.4271,0.1563,0
32.0,male,Doctorate,102866.0,11,RENT,7.0,727,12800.0,MEDICAL,10.75,0.12,No,0,1.29,0.1378,0
27.0,male,Bachelor,125699.0,0,RENT,7.0,673,12800.0,PERSONAL,7.29,0.1,Yes,0,0.729,0.1093,1
28.0,female,Associate,114736.0,7,MORTGAGE,7.0,473,15000.0,VENTURE,9.91,0.13,Yes,0,1.2883,0.1437,1
28.0,female,Bachelor,115037.0,5,MORTGAGE,7.0,582,3500.0,HOMEIMPROVEMENT,6.03,0.03,No,0,0.1809,0.0323,0
29.0,male,High School,115055.0,6,MORTGAGE,8.0,678,24000.0,VENTURE,7.9,0.3,Yes,0,2.37,0.2251,1
31.0,male,Associate,115114.0,9,MORTGAGE,5.0,564,5000.0,HOMEIMPROVEMENT,6.03,0.04,Yes,0,0.2412,0.0461,1
28.0,male,Master,115014.0,9,OWN,10.0,603,4800.0,VENTURE,11.71,0.04,Yes,0,0.4684,0.0466,1
32.0,male,High School,114961.0,8,MORTGAGE,5.0,535,20000.0,PERSONAL,10.65,0.17,Yes,0,1.8105,0.1925,1
28.0,male,Master,115038.0,5,MORTGAGE,5.0,615,23450.0,DEBTCONSOLIDATION,7.9,0.2,Yes,0,1.58,0.2199,1
31.0,female,Master,115192.0,7,MORTGAGE,9.0,708,18000.0,VENTURE,11.71,0.16,No,0,1.8736,0.1746,0
32.0,female,Bachelor,114736.0,9,MORTGAGE,8.0,663,4800.0,VENTURE,10.99,0.04,No,0,0.4396,0.0464,0
31.0,female,Master,114997.0,7,MORTGAGE,8.0,697,13200.0,HOMEIMPROVEMENT,12.99,0.11,Yes,0,1.4289,0.1297,1
30.0,male,Associate,116282.0,7,RENT,9.0,595,12900.0,PERSONAL,14.79,0.11,Yes,0,1.6269,0.1273,1
30.0,female,Master,114948.0,8,MORTGAGE,5.0,615,21000.0,HOMEIMPROVEMENT,11.99,0.18,No,0,2.1582,0.2046,0
35.0,female,Master,60952.0,11,RENT,8.0,693,13000.0,MEDICAL,10.25,0.21,No,0,2.1525,0.2351,0
30.0,male,Bachelor,114707.0,7,MORTGAGE,7.0,673,6000.0,PERSONAL,15.99,0.05,Yes,0,0.7995,0.0607,1
27.0,male,Master,115148.0,6,MORTGAGE,5.0,648,24000.0,HOMEIMPROVEMENT,10.99,0.22,Yes,0,2.4178,0.2313,1
31.0,female,High School,61232.0,8,RENT,9.0,624,13000.0,VENTURE,11.01,0.21,Yes,0,2.3121,0.2357,1
30.0,female,Bachelor,54290.0,9,RENT,6.0,695,13000.0,MEDICAL,16.32,0.24,No,1,3.9168,0.2785,0
31.0,male,Associate,56286.0,9,RENT,9.0,591,13000.0,VENTURE,14.59,0.23,No,1,3.3557,0.2647,0
30.0,male,Bachelor,114848.0,7,MORTGAGE,9.0,587,4000.0,PERSONAL,5.99,0.03,Yes,0,0.1797,0.0369,1
30.0,male,Master,115123.0,10,MORTGAGE,5.0,695,5600.0,MEDICAL,11.63,0.05,Yes,0,0.5815,0.0543,1
34.0,male,Bachelor,64703.0,11,RENT,9.0,667,13000.0,VENTURE,10.62,0.2,No,0,2.124,0.2223,0
30.0,female,Bachelor,115072.0,8,MORTGAGE,10.0,657,5000.0,VENTURE,6.99,0.04,Yes,0,0.2796,0.0465,1
28.0,female,High School,66960.0,6,RENT,8.0,635,13000.0,EDUCATION,10.99,0.19,No,0,2.0881,0.2155,0
27.0,female,Associate,67243.0,2,RENT,6.0,651,13000.0,DEBTCONSOLIDATION,8.88,0.19,Yes,0,1.6872,0.2105,1
33.0,male,Associate,115136.0,15,MORTGAGE,10.0,646,3600.0,MEDICAL,8.49,0.03,No,0,0.2547,0.0339,0
27.0,female,Associate,114758.0,7,MORTGAGE,9.0,675,15000.0,PERSONAL,12.68,0.13,Yes,0,1.6484,0.1473,1
32.0,female,Master,41501.0,12,OWN,7.0,686,8000.0,EDUCATION,16.02,0.19,No,0,3.0438,0.2236,0
28.0,female,Associate,115026.0,10,MORTGAGE,9.0,647,11000.0,MEDICAL,13.06,0.1,Yes,0,1.306,0.1081,1
28.0,male,Associate,114836.0,6,MORTGAGE,5.0,668,24000.0,EDUCATION,9.63,0.3,Yes,0,2.889,0.2291,1
32.0,male,Associate,114775.0,8,MORTGAGE,6.0,631,8500.0,PERSONAL,5.79,0.07,Yes,0,0.4053,0.0783,1
33.0,male,High School,115106.0,9,MORTGAGE,8.0,612,11200.0,HOMEIMPROVEMENT,7.29,0.1,Yes,0,0.729,0.1044,1
27.0,female,Bachelor,70584.0,1,RENT,7.0,666,13000.0,DEBTCONSOLIDATION,13.92,0.18,Yes,0,2.5056,0.2098,1
27.0,female,Master,70738.0,5,RENT,7.0,650,13000.0,VENTURE,11.58,0.18,Yes,0,2.0844,0.2051,1
31.0,female,Master,86113.0,7,MORTGAGE,10.0,708,18000.0,MEDICAL,19.74,0.21,No,1,4.1454,0.2503,0
27.0,female,Master,41220.0,6,OWN,6.0,666,21250.0,PERSONAL,8.88,0.52,Yes,0,4.6176,0.5613,1
33.0,male,Associate,114542.0,10,MORTGAGE,6.0,541,12000.0,MEDICAL,7.29,0.1,Yes,0,0.729,0.1124,1
29.0,male,Associate,71907.0,8,RENT,10.0,659,13000.0,EDUCATION,11.49,0.18,No,0,2.0682,0.2016,0
28.0,male,Bachelor,65790.0,6,RENT,9.0,637,13000.0,EDUCATION,15.23,0.2,No,1,3.046,0.2277,0
32.0,female,High School,114683.0,10,MORTGAGE,8.0,656,18000.0,PERSONAL,11.11,0.16,Yes,0,1.7776,0.1744,1
33.0,male,Associate,115409.0,9,MORTGAGE,10.0,665,8000.0,VENTURE,5.79,0.07,No,0,0.4053,0.0733,0
35.0,female,Associate,74331.0,12,RENT,9.0,662,13000.0,HOMEIMPROVEMENT,6.54,0.17,No,0,1.1118,0.1863,0
29.0,male,Associate,115202.0,7,MORTGAGE,9.0,583,2400.0,DEBTCONSOLIDATION,13.72,0.02,Yes,0,0.2744,0.0237,1
32.0,female,Bachelor,115284.0,10,MORTGAGE,7.0,611,9000.0,EDUCATION,5.42,0.08,Yes,0,0.4336,0.0823,1
28.0,male,Associate,75959.0,6,RENT,8.0,497,13000.0,DEBTCONSOLIDATION,10.37,0.17,Yes,0,1.7629,0.1889,1
32.0,male,Master,77526.0,11,RENT,9.0,670,13000.0,EDUCATION,10.99,0.17,No,0,1.8683,0.1861,0
27.0,male,Bachelor,77745.0,6,RENT,10.0,695,13000.0,HOMEIMPROVEMENT,13.11,0.17,Yes,0,2.2287,0.1891,1
28.0,female,Doctorate,115074.0,7,OWN,8.0,719,24000.0,HOMEIMPROVEMENT,9.62,0.22,Yes,0,2.1164,0.2286,1
29.0,male,Master,115302.0,5,MORTGAGE,9.0,644,20000.0,DEBTCONSOLIDATION,6.54,0.17,No,0,1.1118,0.1848,0
28.0,female,High School,114918.0,7,MORTGAGE,7.0,663,5000.0,MEDICAL,11.01,0.04,Yes,0,0.4404,0.0483,1
31.0,female,Associate,78894.0,10,RENT,8.0,669,13000.0,MEDICAL,11.01,0.16,No,0,1.7616,0.1829,0
30.0,male,Master,115132.0,5,MORTGAGE,6.0,612,24000.0,PERSONAL,11.12,0.22,No,0,2.4464,0.2316,0
35.0,female,Associate,114890.0,16,MORTGAGE,10.0,646,15000.0,HOMEIMPROVEMENT,11.49,0.13,Yes,0,1.4937,0.1456,1
28.0,male,High School,114929.0,3,MORTGAGE,5.0,645,5000.0,HOMEIMPROVEMENT,7.51,0.04,Yes,0,0.3004,0.0468,1
30.0,male,Bachelor,115159.0,10,MORTGAGE,10.0,691,4000.0,DEBTCONSOLIDATION,7.14,0.03,Yes,0,0.2142,0.0372,1
28.0,female,Associate,115163.0,5,MORTGAGE,7.0,641,5000.0,VENTURE,7.88,0.04,Yes,0,0.3152,0.0468,1
32.0,male,Associate,115351.0,9,MORTGAGE,9.0,666,8000.0,HOMEIMPROVEMENT,14.84,0.07,No,0,1.0388,0.0796,0
32.0,male,Associate,114955.0,13,MORTGAGE,10.0,614,5000.0,PERSONAL,7.51,0.04,Yes,0,0.3004,0.0468,1
28.0,female,Master,115193.0,6,MORTGAGE,9.0,621,12000.0,EDUCATION,13.11,0.1,No,0,1.311,0.1178,0
28.0,female,Bachelor,115157.0,4,MORTGAGE,10.0,679,18000.0,DEBTCONSOLIDATION,7.88,0.16,No,0,1.2608,0.1686,0
28.0,male,Bachelor,115177.0,9,MORTGAGE,7.0,657,4500.0,MEDICAL,10.99,0.04,Yes,0,0.4396,0.0434,1
32.0,female,High School,78996.0,13,RENT,6.0,670,13000.0,DEBTCONSOLIDATION,12.53,0.16,No,0,2.0048,0.1852,0
32.0,male,Bachelor,115182.0,6,MORTGAGE,9.0,562,9000.0,HOMEIMPROVEMENT,7.88,0.08,No,0,0.6304,0.0843,0
27.0,male,High School,74401.0,8,RENT,8.0,635,13000.0,PERSONAL,10.59,0.17,No,1,1.8003,0.1932,0
27.0,female,Master,114835.0,4,MORTGAGE,9.0,697,18000.0,DEBTCONSOLIDATION,13.48,0.16,Yes,0,2.1568,0.1779,1
31.0,male,Bachelor,81391.0,8,RENT,10.0,575,13000.0,MEDICAL,13.06,0.16,No,0,2.0896,0.1806,0
29.0,male,High School,82460.0,6,RENT,7.0,613,13000.0,HOMEIMPROVEMENT,11.01,0.16,Yes,0,1.7616,0.175,1
30.0,male,Bachelor,114923.0,8,MORTGAGE,9.0,654,10000.0,DEBTCONSOLIDATION,7.51,0.09,Yes,0,0.6759,0.0935,1
31.0,female,Master,115156.0,6,MORTGAGE,5.0,695,15000.0,HOMEIMPROVEMENT,11.14,0.13,No,0,1.4482,0.1448,0
28.0,female,Master,84910.0,5,RENT,7.0,631,13000.0,MEDICAL,12.18,0.15,No,0,1.827,0.1718,0
30.0,male,High School,115078.0,9,MORTGAGE,5.0,654,12000.0,HOMEIMPROVEMENT,8.94,0.1,Yes,0,0.894,0.1136,1
34.0,male,Associate,81304.0,12,RENT,9.0,723,13000.0,DEBTCONSOLIDATION,15.2,0.16,No,1,2.432,0.1842,0
29.0,male,Associate,92345.0,9,RENT,8.0,587,13000.0,VENTURE,10.25,0.14,Yes,0,1.435,0.1552,1
33.0,male,Associate,93784.0,12,RENT,7.0,565,13000.0,HOMEIMPROVEMENT,11.01,0.14,Yes,0,1.5414,0.1539,1
32.0,male,Master,95044.0,10,RENT,10.0,685,13000.0,VENTURE,12.87,0.14,No,0,1.8018,0.1544,0
31.0,male,Doctorate,115310.0,8,MORTGAGE,6.0,727,24000.0,DEBTCONSOLIDATION,10.08,0.22,Yes,0,2.2176,0.2291,1
33.0,male,Master,114810.0,4,MORTGAGE,5.0,594,24000.0,EDUCATION,12.92,0.21,Yes,0,2.7132,0.236,1
29.0,female,Master,101870.0,5,RENT,7.0,600,13000.0,DEBTCONSOLIDATION,12.53,0.13,No,0,1.6289,0.1436,0
27.0,female,Master,114950.0,4,MORTGAGE,9.0,569,15000.0,PERSONAL,7.51,0.13,Yes,0,0.9763,0.1403,1
31.0,male,Bachelor,115144.0,9,MORTGAGE,8.0,690,24000.0,PERSONAL,16.07,0.22,No,0,3.5354,0.2419,0
35.0,female,Bachelor,109203.0,15,RENT,9.0,661,13000.0,PERSONAL,9.32,0.12,No,0,1.1184,0.1301,0
35.0,female,Master,115264.0,16,MORTGAGE,9.0,653,12000.0,PERSONAL,14.84,0.1,Yes,0,1.484,0.1196,1
32.0,male,Doctorate,115085.0,8,MORTGAGE,8.0,709,15000.0,MEDICAL,5.99,0.13,Yes,0,0.7787,0.1381,1
35.0,female,High School,100772.0,10,MORTGAGE,9.0,590,10000.0,DEBTCONSOLIDATION,18.25,0.1,No,1,1.825,0.1173,0
29.0,male,High School,111908.0,8,RENT,9.0,614,13000.0,MEDICAL,10.99,0.12,Yes,0,1.3188,0.1289,1
27.0,male,Associate,115502.0,9,MORTGAGE,6.0,639,20000.0,PERSONAL,15.95,0.17,Yes,0,2.7115,0.2008,1
28.0,female,Associate,116044.0,5,MORTGAGE,7.0,709,17000.0,VENTURE,7.88,0.15,Yes,0,1.182,0.158,1
28.0,male,High School,115676.0,5,MORTGAGE,7.0,573,16000.0,EDUCATION,14.5,0.14,Yes,0,2.03,0.1584,1
30.0,male,Master,116123.0,3,MORTGAGE,7.0,681,18000.0,EDUCATION,13.49,0.16,Yes,0,2.1584,0.1759,1
32.0,female,Bachelor,116071.0,9,MORTGAGE,6.0,676,7000.0,VENTURE,6.62,0.06,Yes,0,0.3972,0.0643,1
35.0,female,Associate,101613.0,12,MORTGAGE,7.0,620,15200.0,DEBTCONSOLIDATION,15.27,0.15,No,1,2.2905,0.1724,0
28.0,female,High School,116206.0,6,MORTGAGE,5.0,657,11250.0,HOMEIMPROVEMENT,17.58,0.1,Yes,0,1.758,0.1138,1
27.0,female,High School,116156.0,3,MORTGAGE,5.0,512,12500.0,HOMEIMPROVEMENT,19.03,0.11,Yes,0,2.0933,0.1281,1
31.0,female,Master,166754.7,7,RENT,6.0,679,13000.0,EDUCATION,20.0,0.07,No,1,1.4,0.0936,0
30.0,male,Master,41725.0,10,RENT,9.0,601,13600.0,MEDICAL,13.57,0.33,No,1,4.4781,0.3702,0
30.0,male,Bachelor,116255.0,10,MORTGAGE,10.0,674,7000.0,EDUCATION,6.03,0.06,Yes,0,0.3618,0.0638,1
28.0,male,Bachelor,116648.0,7,MORTGAGE,10.0,707,6000.0,PERSONAL,12.69,0.05,No,0,0.6345,0.058,0
28.0,female,Bachelor,101758.0,5,MORTGAGE,6.0,602,3000.0,DEBTCONSOLIDATION,15.99,0.03,No,1,0.4797,0.0342,0
31.0,female,Bachelor,115900.0,8,MORTGAGE,10.0,616,9600.0,DEBTCONSOLIDATION,5.99,0.08,No,0,0.4792,0.0878,0
27.0,female,Master,116480.0,5,MORTGAGE,10.0,704,2500.0,DEBTCONSOLIDATION,12.99,0.02,No,0,0.2598,0.0243,0
30.0,female,Master,116216.0,10,MORTGAGE,7.0,670,6000.0,VENTURE,5.42,0.05,No,0,0.271,0.0544,0
30.0,female,Bachelor,97059.0,9,RENT,9.0,548,13600.0,PERSONAL,12.42,0.14,Yes,0,1.7388,0.1575,1
34.0,female,Master,116257.0,10,OWN,6.0,665,12000.0,VENTURE,11.99,0.1,Yes,0,1.199,0.1156,1
35.0,male,Associate,40760.0,12,OWN,6.0,690,2000.0,EDUCATION,13.98,0.05,Yes,0,0.699,0.0559,1
35.0,male,Associate,116196.0,15,MORTGAGE,10.0,510,14000.0,MEDICAL,7.49,0.12,Yes,0,0.8988,0.1295,1
33.0,female,High School,116338.0,6,MORTGAGE,7.0,690,9000.0,MEDICAL,7.49,0.08,No,0,0.5992,0.0832,0
31.0,male,Bachelor,40295.0,8,OWN,6.0,687,5000.0,DEBTCONSOLIDATION,14.96,0.12,No,0,1.7952,0.1426,0
31.0,male,Bachelor,116193.0,7,OWN,6.0,623,10000.0,PERSONAL,9.99,0.09,Yes,0,0.8991,0.0947,1
30.0,male,Bachelor,116061.0,5,MORTGAGE,10.0,723,8000.0,DEBTCONSOLIDATION,6.99,0.07,No,0,0.4893,0.0737,0
35.0,male,Associate,106667.0,13,RENT,6.0,615,13600.0,PERSONAL,7.9,0.13,Yes,0,1.027,0.1376,1
29.0,female,High School,86807.0,5,MORTGAGE,10.0,594,8000.0,MEDICAL,8.49,0.09,No,1,0.7641,0.1,0
31.0,male,High School,116409.0,8,MORTGAGE,8.0,602,4000.0,EDUCATION,10.99,0.03,Yes,0,0.3297,0.0381,1
27.0,female,Associate,53742.0,6,RENT,5.0,665,13650.0,EDUCATION,10.65,0.25,No,1,2.6625,0.281,0
29.0,male,Associate,116033.0,4,MORTGAGE,9.0,647,11200.0,DEBTCONSOLIDATION,5.42,0.1,No,0,0.542,0.1018,0
28.0,female,Bachelor,116093.0,7,OWN,7.0,622,3000.0,PERSONAL,9.63,0.03,No,0,0.2889,0.0283,0
28.0,male,Associate,41241.0,7,OWN,6.0,619,7500.0,HOMEIMPROVEMENT,15.31,0.18,No,0,2.7558,0.2097,0
28.0,female,Bachelor,116446.0,1,MORTGAGE,7.0,548,10000.0,VENTURE,7.66,0.09,Yes,0,0.6894,0.0925,1
33.0,female,Bachelor,116049.0,10,MORTGAGE,9.0,671,8000.0,VENTURE,13.72,0.07,No,0,0.9604,0.0784,0
28.0,male,High School,70477.0,5,RENT,10.0,685,13650.0,MEDICAL,14.42,0.19,No,1,2.7398,0.2216,0
31.0,female,Bachelor,116449.0,8,MORTGAGE,9.0,591,8000.0,HOMEIMPROVEMENT,14.09,0.07,No,0,0.9863,0.0784,0
30.0,female,Bachelor,116150.0,8,MORTGAGE,7.0,627,12000.0,MEDICAL,9.99,0.1,Yes,0,0.999,0.1136,1
33.0,male,Bachelor,116256.0,12,MORTGAGE,7.0,667,3000.0,DEBTCONSOLIDATION,11.49,0.03,No,0,0.3447,0.0288,0
32.0,male,Associate,37171.0,8,RENT,9.0,689,13750.0,DEBTCONSOLIDATION,12.73,0.37,No,1,4.7101,0.417,0
29.0,female,Bachelor,51429.0,6,RENT,8.0,555,13750.0,PERSONAL,11.36,0.27,No,1,3.0672,0.2977,0
27.0,female,Bachelor,116164.0,4,OWN,8.0,647,5600.0,PERSONAL,15.21,0.05,No,0,0.7605,0.0555,0
31.0,female,High School,97298.0,7,RENT,6.0,700,13750.0,EDUCATION,16.7,0.14,Yes,0,2.338,0.1649,1
33.0,male,Associate,40597.0,9,RENT,5.0,640,13800.0,VENTURE,13.47,0.34,No,1,4.5798,0.3857,0
28.0,male,Associate,67079.0,7,RENT,6.0,611,13800.0,MEDICAL,11.83,0.21,Yes,0,2.4843,0.2301,1
29.0,female,Bachelor,116411.0,7,MORTGAGE,10.0,641,4500.0,VENTURE,6.76,0.04,Yes,0,0.2704,0.0413,1
27.0,male,Bachelor,62568.0,3,RENT,6.0,681,13800.0,VENTURE,13.57,0.22,No,1,2.9854,0.2505,0
30.0,male,Associate,116334.0,7,MORTGAGE,6.0,569,6000.0,PERSONAL,11.49,0.05,Yes,0,0.5745,0.0575,1
31.0,female,Associate,116350.0,7,MORTGAGE,5.0,602,22500.0,MEDICAL,11.36,0.19,No,0,2.1584,0.2154,0
27.0,male,Bachelor,40021.0,5,OWN,8.0,679,5000.0,PERSONAL,6.62,0.12,Yes,0,0.7944,0.1332,1
29.0,female,Bachelor,116361.0,4,MORTGAGE,6.0,645,15000.0,DEBTCONSOLIDATION,11.01,0.13,No,0,1.4313,0.1431,0
30.0,female,High School,116044.0,12,MORTGAGE,10.0,627,17000.0,EDUCATION,10.62,0.15,No,0,1.593,0.1621,0
29.0,male,Bachelor,116436.0,6,MORTGAGE,5.0,632,10000.0,HOMEIMPROVEMENT,11.01,0.09,Yes,0,0.9909,0.0953,1
31.0,female,Bachelor,116384.0,10,MORTGAGE,5.0,687,12000.0,VENTURE,12.73,0.1,Yes,0,1.273,0.1162,1
29.0,female,High School,116155.0,8,MORTGAGE,5.0,683,12000.0,HOMEIMPROVEMENT,9.88,0.1,Yes,0,0.988,0.1135,1
29.0,male,High School,101673.0,9,MORTGAGE,5.0,645,8000.0,DEBTCONSOLIDATION,14.96,0.08,No,1,1.1968,0.0905,0
27.0,female,Bachelor,39777.0,3,OWN,8.0,639,9200.0,VENTURE,11.86,0.23,No,0,2.7278,0.2587,0
30.0,female,Bachelor,28849.0,6,RENT,6.0,614,14000.0,VENTURE,7.88,0.49,No,1,3.8612,0.5235,0
28.0,male,Doctorate,50568.0,8,RENT,6.0,619,14000.0,DEBTCONSOLIDATION,13.48,0.28,No,1,3.7744,0.3142,0
28.0,male,Bachelor,115901.0,6,OWN,6.0,628,15000.0,EDUCATION,13.47,0.13,Yes,0,1.7511,0.1469,1
27.0,female,Bachelor,51321.0,2,RENT,5.0,689,14000.0,DEBTCONSOLIDATION,9.88,0.27,No,1,2.6676,0.2997,0
33.0,male,Bachelor,51262.0,12,RENT,8.0,622,14000.0,VENTURE,15.7,0.27,No,1,4.239,0.316,0
27.0,female,Associate,101788.0,3,MORTGAGE,8.0,619,20000.0,PERSONAL,12.29,0.2,No,1,2.458,0.2206,0
31.0,female,Master,101573.0,10,MORTGAGE,5.0,653,24000.0,HOMEIMPROVEMENT,17.34,0.25,No,1,4.335,0.2773,0
28.0,female,Associate,52302.0,6,RENT,5.0,632,14000.0,PERSONAL,11.14,0.27,No,1,3.0078,0.2975,0
35.0,male,Master,101488.0,11,MORTGAGE,6.0,605,20000.0,DEBTCONSOLIDATION,11.54,0.2,No,1,2.308,0.2198,0
28.0,female,Master,116617.0,4,MORTGAGE,9.0,662,15000.0,VENTURE,10.0,0.13,Yes,0,1.3,0.1415,1
30.0,male,High School,116744.0,5,MORTGAGE,9.0,648,18000.0,EDUCATION,13.98,0.15,No,0,2.097,0.1757,0
29.0,female,Associate,116608.0,9,MORTGAGE,7.0,700,15000.0,MEDICAL,11.36,0.13,No,0,1.4768,0.1432,0
28.0,female,Associate,45584.0,5,RENT,10.0,684,14000.0,DEBTCONSOLIDATION,14.42,0.31,No,1,4.4702,0.3514,0
