solicitante_id,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,previous_loan_defaults_on_file,loan_status
18372,20000.0,VENTURE,11.01,0.25,No,1
18373,20000.0,HOMEIMPROVEMENT,11.99,0.25,No,1
18374,7000.0,MEDICAL,10.62,0.27,Yes,0
18375,20000.0,VENTURE,13.8,0.25,No,1
18376,20000.0,HOMEIMPROVEMENT,6.54,0.25,No,1
18377,20000.0,VENTURE,20.0,0.28,No,1
18378,20000.0,HOMEIMPROVEMENT,8.9,0.25,No,0
18379,20000.0,DEBTCONSOLIDATION,10.62,0.25,No,0
18380,20000.0,EDUCATION,11.71,0.25,No,0
18381,20000.0,HOMEIMPROVEMENT,14.26,0.25,Yes,0
18382,20000.0,VENTURE,11.01,0.24,Yes,0
18383,20000.0,PERSONAL,13.92,0.26,No,1
18384,20000.0,PERSONAL,11.01,0.23,Yes,0
18385,20000.0,MEDICAL,11.01,0.24,Yes,0
18386,20000.0,MEDICAL,13.85,0.24,No,0
18387,20000.0,EDUCATION,11.48,0.23,No,0
18388,20000.0,DEBTCONSOLIDATION,11.48,0.23,No,0
18389,20000.0,DEBTCONSOLIDATION,11.01,0.23,Yes,0
18390,20000.0,VENTURE,8.9,0.23,Yes,0
18391,20000.0,HOMEIMPROVEMENT,9.25,0.23,Yes,0
18392,20000.0,MEDICAL,14.59,0.29,No,1
18393,20000.0,VENTURE,11.89,0.23,No,0
18394,20000.0,PERSONAL,12.21,0.25,No,1
18395,20000.0,EDUCATION,13.79,0.23,Yes,0
18396,20000.0,PERSONAL,9.96,0.22,No,0
18397,20000.0,HOMEIMPROVEMENT,13.49,0.22,Yes,0
18398,20000.0,DEBTCONSOLIDATION,13.49,0.22,No,0
18399,20000.0,MEDICAL,10.59,0.28,No,1
18400,20000.0,HOMEIMPROVEMENT,11.01,0.22,Yes,0
18401,20000.0,VENTURE,13.49,0.24,No,1
18402,20000.0,VENTURE,17.14,0.24,No,1
18403,20000.0,HOMEIMPROVEMENT,11.11,0.22,Yes,0
18404,20000.0,VENTURE,6.54,0.22,No,0
18405,2100.0,HOMEIMPROVEMENT,11.12,0.08,Yes,0
18406,7750.0,EDUCATION,7.51,0.29,No,1
18407,20000.0,MEDICAL,11.83,0.22,Yes,0
18408,20000.0,MEDICAL,12.18,0.22,Yes,0
18409,20000.0,HOMEIMPROVEMENT,13.16,0.22,Yes,0
18410,4200.0,PERSONAL,7.49,0.16,Yes,0
18411,20000.0,VENTURE,12.42,0.21,Yes,0
18412,20000.0,DEBTCONSOLIDATION,11.11,0.21,No,0
18413,20000.0,HOMEIMPROVEMENT,11.48,0.21,No,0
18414,20000.0,HOMEIMPROVEMENT,13.22,0.23,No,1
18415,8000.0,HOMEIMPROVEMENT,11.49,0.3,No,0
18416,20000.0,HOMEIMPROVEMENT,15.05,0.23,No,1
18417,20000.0,PERSONAL,13.92,0.21,No,0
18418,20000.0,PERSONAL,7.49,0.21,Yes,0
18419,20000.0,DEBTCONSOLIDATION,13.98,0.21,Yes,0
18420,20000.0,PERSONAL,14.38,0.2,No,0
18421,4000.0,HOMEIMPROVEMENT,10.62,0.15,Yes,0
18422,20000.0,HOMEIMPROVEMENT,13.49,0.2,No,0
18423,20000.0,HOMEIMPROVEMENT,13.92,0.19,Yes,0
18424,20000.0,HOMEIMPROVEMENT,13.92,0.19,Yes,0
18425,20000.0,DEBTCONSOLIDATION,15.27,0.19,Yes,0
18426,20000.0,PERSONAL,10.59,0.19,Yes,0
18427,20000.0,HOMEIMPROVEMENT,11.83,0.23,No,1
18428,20000.0,HOMEIMPROVEMENT,14.61,0.19,Yes,0
18429,20000.0,HOMEIMPROVEMENT,7.49,0.19,Yes,0
18430,8300.0,PERSONAL,5.42,0.3,No,0
18431,20000.0,DEBTCONSOLIDATION,10.38,0.19,No,0
18432,20000.0,DEBTCONSOLIDATION,11.99,0.18,Yes,0
18433,20000.0,DEBTCONSOLIDATION,6.54,0.18,No,0
18434,20000.0,PERSONAL,13.22,0.18,Yes,0
18435,20000.0,DEBTCONSOLIDATION,13.72,0.18,No,0
18436,20000.0,VENTURE,14.84,0.2,No,1
18437,20000.0,HOMEIMPROVEMENT,17.51,0.2,No,1
18438,8000.0,EDUCATION,6.99,0.29,No,0
18439,20000.0,EDUCATION,15.31,0.18,No,0
18440,2500.0,EDUCATION,7.49,0.09,Yes,0
18441,20000.0,HOMEIMPROVEMENT,14.26,0.18,Yes,0
18442,20000.0,VENTURE,17.19,0.17,Yes,0
18443,20000.0,VENTURE,7.88,0.17,No,0
18444,20000.0,PERSONAL,14.42,0.17,Yes,0
18445,20000.0,HOMEIMPROVEMENT,10.95,0.17,Yes,0
18446,2400.0,PERSONAL,10.75,0.09,Yes,0
18447,20000.0,PERSONAL,13.22,0.17,No,0
18448,20000.0,EDUCATION,6.91,0.17,No,0
18449,2000.0,VENTURE,13.57,0.07,No,0
18450,20000.0,HOMEIMPROVEMENT,11.58,0.19,No,1
18451,6000.0,VENTURE,11.89,0.22,Yes,0
18452,5375.0,EDUCATION,12.21,0.19,Yes,0
18453,20000.0,HOMEIMPROVEMENT,12.42,0.17,Yes,0
18454,20000.0,MEDICAL,12.69,0.17,Yes,0
18455,20000.0,MEDICAL,11.12,0.17,Yes,0
18456,20000.0,PERSONAL,13.98,0.17,No,0
18457,8000.0,EDUCATION,8.59,0.29,Yes,0
18458,20000.0,PERSONAL,11.01,0.17,Yes,0
18459,2500.0,HOMEIMPROVEMENT,11.49,0.09,Yes,0
18460,20000.0,DEBTCONSOLIDATION,7.9,0.16,No,0
18461,20000.0,PERSONAL,10.75,0.16,Yes,0
18462,20000.0,PERSONAL,17.58,0.19,No,1
18463,3775.0,PERSONAL,15.27,0.14,Yes,0
18464,20000.0,HOMEIMPROVEMENT,13.85,0.16,Yes,0
18465,5725.0,VENTURE,14.79,0.21,No,1
18466,20000.0,VENTURE,10.62,0.16,No,0
18467,20000.0,DEBTCONSOLIDATION,13.22,0.16,No,0
18468,20000.0,HOMEIMPROVEMENT,14.96,0.17,No,1
18469,20000.0,HOMEIMPROVEMENT,16.0,0.17,No,1
18470,20000.0,VENTURE,14.11,0.15,Yes,0
18471,20000.0,VENTURE,17.06,0.16,No,1
18472,20000.0,DEBTCONSOLIDATION,11.11,0.14,Yes,0
18473,2500.0,MEDICAL,10.99,0.09,Yes,0
18474,20000.0,VENTURE,18.17,0.16,No,1
18475,20000.0,EDUCATION,10.46,0.14,No,0
18476,20000.0,MEDICAL,11.01,0.19,No,1
18477,20000.0,VENTURE,13.8,0.14,Yes,0
18478,20000.0,DEBTCONSOLIDATION,6.54,0.14,Yes,0
18479,20000.0,PERSONAL,15.31,0.15,No,1
18480,20000.0,EDUCATION,14.26,0.14,Yes,0
18481,20000.0,DEBTCONSOLIDATION,9.25,0.13,Yes,0
18482,20000.0,DEBTCONSOLIDATION,11.01,0.15,No,1
18483,20000.0,MEDICAL,11.01,0.13,No,0
18484,20000.0,EDUCATION,6.62,0.13,Yes,0
18485,20000.0,MEDICAL,18.3,0.16,No,1
18486,20000.0,VENTURE,12.73,0.13,Yes,0
18487,5000.0,MEDICAL,11.48,0.17,Yes,0
18488,20000.0,HOMEIMPROVEMENT,17.74,0.12,Yes,0
18489,20000.0,DEBTCONSOLIDATION,13.49,0.12,No,0
18490,20000.0,EDUCATION,7.9,0.12,No,0
18491,20000.0,PERSONAL,10.0,0.12,No,0
18492,20000.0,HOMEIMPROVEMENT,8.9,0.11,Yes,0
18493,20000.0,HOMEIMPROVEMENT,10.74,0.11,Yes,0
18494,20000.0,EDUCATION,6.54,0.11,Yes,0
18495,20000.0,HOMEIMPROVEMENT,11.01,0.11,No,1
18496,4500.0,PERSONAL,5.79,0.16,No,0
18497,20000.0,DEBTCONSOLIDATION,13.49,0.09,Yes,0
18498,20000.0,EDUCATION,14.22,0.09,No,0
18499,19975.0,DEBTCONSOLIDATION,13.92,0.15,No,1
18500,19850.0,MEDICAL,11.01,0.3,No,1
18501,2500.0,PERSONAL,11.01,0.09,No,0
18502,19775.0,EDUCATION,12.42,0.33,No,1
18503,2000.0,DEBTCONSOLIDATION,11.01,0.02,No,0
18504,2000.0,DEBTCONSOLIDATION,7.37,0.05,No,0
18505,2000.0,MEDICAL,10.28,0.06,No,1
18506,2000.0,MEDICAL,11.01,0.03,Yes,0
18507,2000.0,MEDICAL,11.01,0.08,No,1
18508,2000.0,MEDICAL,14.91,0.07,No,1
18509,2000.0,EDUCATION,7.88,0.07,No,1
18510,2000.0,HOMEIMPROVEMENT,16.32,0.06,No,1
18511,2000.0,EDUCATION,8.9,0.06,No,0
18512,2000.0,EDUCATION,16.32,0.05,No,1
18513,2000.0,VENTURE,7.29,0.05,Yes,0
18514,2000.0,PERSONAL,13.49,0.04,No,1
18515,2000.0,PERSONAL,10.65,0.04,Yes,0
18516,5000.0,EDUCATION,15.33,0.17,Yes,0
18517,19000.0,EDUCATION,15.21,0.42,No,1
18518,19000.0,MEDICAL,16.82,0.35,No,1
18519,19000.0,EDUCATION,14.83,0.3,No,1
18520,19000.0,VENTURE,15.68,0.28,No,1
18521,2000.0,PERSONAL,7.49,0.07,Yes,0
18522,19000.0,HOMEIMPROVEMENT,14.09,0.27,No,1
18523,6100.0,MEDICAL,14.27,0.21,No,1
18524,19000.0,MEDICAL,12.84,0.24,Yes,0
18525,19000.0,HOMEIMPROVEMENT,11.14,0.24,Yes,0
18526,19000.0,PERSONAL,6.54,0.22,Yes,0
18527,19000.0,PERSONAL,11.01,0.19,Yes,0
18528,18950.0,PERSONAL,15.96,0.26,No,1
18529,18825.0,PERSONAL,7.9,0.37,No,1
18530,7000.0,DEBTCONSOLIDATION,6.62,0.23,Yes,0
18531,18800.0,VENTURE,9.99,0.26,No,1
18532,18600.0,VENTURE,13.57,0.16,No,0
18533,18600.0,DEBTCONSOLIDATION,14.26,0.15,No,0
18534,6000.0,PERSONAL,8.9,0.2,No,0
18535,5000.0,PERSONAL,16.29,0.17,No,0
18536,18500.0,VENTURE,16.02,0.3,No,1
18537,18500.0,MEDICAL,12.99,0.25,No,1
18538,18500.0,DEBTCONSOLIDATION,10.99,0.25,No,1
18539,18500.0,EDUCATION,12.87,0.25,Yes,0
18540,6000.0,EDUCATION,11.01,0.2,Yes,0
18541,18500.0,VENTURE,7.51,0.14,No,0
18542,18400.0,DEBTCONSOLIDATION,9.91,0.24,Yes,0
18543,18400.0,HOMEIMPROVEMENT,11.01,0.13,No,0
18544,18250.0,MEDICAL,14.27,0.33,No,1
18545,4000.0,DEBTCONSOLIDATION,7.49,0.13,No,0
18546,6000.0,VENTURE,11.01,0.2,No,0
18547,18000.0,DEBTCONSOLIDATION,10.75,0.47,No,1
18548,18000.0,PERSONAL,14.65,0.35,No,1
18549,3000.0,VENTURE,7.49,0.1,Yes,0
18550,4000.0,EDUCATION,10.59,0.13,Yes,0
18551,4000.0,EDUCATION,12.99,0.13,No,0
18552,9600.0,HOMEIMPROVEMENT,11.99,0.32,Yes,0
18553,18000.0,PERSONAL,13.16,0.33,No,1
18554,18000.0,DEBTCONSOLIDATION,11.01,0.32,No,1
18555,18000.0,PERSONAL,8.49,0.3,No,1
18556,2000.0,MEDICAL,7.29,0.07,No,0
18557,18000.0,PERSONAL,8.88,0.29,No,1
18558,18000.0,MEDICAL,13.48,0.29,No,1
18559,6250.0,PERSONAL,8.49,0.21,Yes,0
18560,18000.0,EDUCATION,14.96,0.29,No,1
18561,18000.0,HOMEIMPROVEMENT,13.85,0.29,No,1
18562,18000.0,EDUCATION,10.99,0.27,No,1
18563,18000.0,DEBTCONSOLIDATION,10.38,0.27,No,1
18564,8000.0,PERSONAL,10.37,0.27,Yes,0
18565,18000.0,DEBTCONSOLIDATION,11.01,0.26,No,1
18566,18000.0,HOMEIMPROVEMENT,8.49,0.25,Yes,0
18567,2500.0,VENTURE,7.29,0.08,Yes,0
18568,18000.0,DEBTCONSOLIDATION,14.65,0.25,No,0
18569,18000.0,HOMEIMPROVEMENT,10.65,0.23,Yes,0
18570,18000.0,MEDICAL,11.11,0.23,Yes,0
18571,18000.0,VENTURE,8.38,0.23,Yes,0
18572,18000.0,PERSONAL,12.18,0.25,No,1
18573,18000.0,HOMEIMPROVEMENT,9.99,0.22,Yes,0
18574,18000.0,HOMEIMPROVEMENT,10.08,0.22,Yes,0
18575,18000.0,MEDICAL,10.0,0.22,No,0
18576,18000.0,DEBTCONSOLIDATION,10.25,0.21,Yes,0
18577,2000.0,EDUCATION,7.14,0.05,No,0
18578,18000.0,DEBTCONSOLIDATION,11.58,0.23,No,1
18579,18000.0,EDUCATION,11.89,0.21,No,0
18580,18000.0,EDUCATION,15.95,0.21,Yes,0
18581,18000.0,HOMEIMPROVEMENT,13.11,0.22,No,1
18582,18000.0,HOMEIMPROVEMENT,8.9,0.2,Yes,0
18583,2400.0,HOMEIMPROVEMENT,13.98,0.08,No,0
18584,18000.0,EDUCATION,8.9,0.19,Yes,0
18585,7500.0,MEDICAL,7.88,0.26,No,0
18586,18000.0,HOMEIMPROVEMENT,10.59,0.19,No,0
18587,18000.0,PERSONAL,11.49,0.19,Yes,0
18588,18000.0,VENTURE,10.39,0.19,No,0
18589,18000.0,DEBTCONSOLIDATION,10.99,0.18,Yes,0
18590,9200.0,DEBTCONSOLIDATION,11.01,0.31,Yes,0
18591,6000.0,DEBTCONSOLIDATION,10.25,0.2,Yes,0
18592,18000.0,VENTURE,17.04,0.2,No,1
18593,10000.0,MEDICAL,11.01,0.34,Yes,0
18594,18000.0,PERSONAL,7.49,0.17,Yes,0
18595,18000.0,EDUCATION,12.42,0.17,Yes,0
18596,18000.0,HOMEIMPROVEMENT,18.79,0.19,No,1
18597,18000.0,MEDICAL,8.94,0.16,No,0
18598,18000.0,VENTURE,13.49,0.15,No,0
18599,18000.0,PERSONAL,11.01,0.15,Yes,0
18600,18000.0,VENTURE,7.88,0.15,Yes,0
18601,18000.0,HOMEIMPROVEMENT,12.18,0.15,Yes,0
18602,18000.0,MEDICAL,10.0,0.15,No,0
18603,18000.0,PERSONAL,11.58,0.17,No,1
18604,18000.0,PERSONAL,16.82,0.14,No,0
18605,18000.0,VENTURE,9.91,0.14,Yes,0
18606,2000.0,HOMEIMPROVEMENT,8.94,0.04,Yes,0
18607,6000.0,HOMEIMPROVEMENT,8.94,0.2,Yes,0
18608,18000.0,DEBTCONSOLIDATION,8.49,0.11,Yes,0
18609,18000.0,MEDICAL,13.99,0.14,No,1
18610,18000.0,DEBTCONSOLIDATION,11.01,0.11,Yes,0
18611,18000.0,EDUCATION,5.79,0.09,Yes,0
18612,18000.0,DEBTCONSOLIDATION,14.46,0.09,No,1
18613,17975.0,DEBTCONSOLIDATION,8.49,0.49,No,1
18614,11000.0,VENTURE,11.01,0.36,Yes,0
18615,17900.0,EDUCATION,7.9,0.23,Yes,0
18616,6000.0,VENTURE,12.53,0.2,Yes,0
18617,5000.0,DEBTCONSOLIDATION,9.32,0.17,Yes,0
18618,17725.0,MEDICAL,11.49,0.45,No,1
18619,17700.0,DEBTCONSOLIDATION,10.99,0.14,Yes,0
18620,17625.0,VENTURE,12.69,0.38,No,1
18621,2000.0,MEDICAL,9.2,0.07,Yes,0
18622,17600.0,MEDICAL,13.48,0.19,Yes,0
18623,17600.0,DEBTCONSOLIDATION,14.26,0.16,No,0
18624,17600.0,VENTURE,8.7,0.1,No,0
18625,17600.0,MEDICAL,13.23,0.07,Yes,0
18626,17500.0,EDUCATION,11.01,0.33,No,1
18627,17500.0,MEDICAL,14.35,0.32,No,1
18628,17500.0,VENTURE,12.42,0.3,No,1
18629,17500.0,PERSONAL,12.84,0.29,No,1
18630,8500.0,PERSONAL,11.01,0.28,Yes,0
18631,4800.0,MEDICAL,8.9,0.16,No,1
18632,17500.0,DEBTCONSOLIDATION,13.57,0.25,Yes,0
18633,17500.0,VENTURE,15.28,0.16,Yes,0
18634,17500.0,HOMEIMPROVEMENT,14.72,0.13,No,0
18635,17500.0,VENTURE,12.87,0.12,No,0
18636,17500.0,DEBTCONSOLIDATION,11.48,0.02,No,0
18637,17475.0,MEDICAL,7.66,0.41,No,1
18638,17475.0,DEBTCONSOLIDATION,11.99,0.32,No,1
18639,17400.0,MEDICAL,15.05,0.24,No,1
18640,6000.0,PERSONAL,5.99,0.2,No,0
18641,6600.0,PERSONAL,12.99,0.22,Yes,0
18642,17250.0,DEBTCONSOLIDATION,19.42,0.26,No,1
18643,17200.0,PERSONAL,14.27,0.19,Yes,0
18644,17200.0,DEBTCONSOLIDATION,17.49,0.18,No,1
18645,17000.0,EDUCATION,11.48,0.41,No,1
18646,6000.0,PERSONAL,9.25,0.19,Yes,0
18647,17000.0,MEDICAL,13.49,0.38,No,1
18648,17000.0,DEBTCONSOLIDATION,14.72,0.31,No,1
18649,17000.0,MEDICAL,7.88,0.29,No,1
18650,17000.0,EDUCATION,7.88,0.25,No,1
18651,17000.0,EDUCATION,11.01,0.25,No,1
18652,17000.0,MEDICAL,11.01,0.23,Yes,0
18653,17000.0,HOMEIMPROVEMENT,14.96,0.23,Yes,0
18654,17000.0,DEBTCONSOLIDATION,11.49,0.23,Yes,0
18655,17000.0,MEDICAL,8.49,0.21,No,0
18656,8500.0,EDUCATION,7.9,0.27,Yes,0
18657,10625.0,HOMEIMPROVEMENT,14.27,0.34,Yes,0
18658,17000.0,MEDICAL,5.79,0.18,Yes,0
18659,17000.0,HOMEIMPROVEMENT,13.85,0.18,Yes,0
18660,17000.0,PERSONAL,7.88,0.17,No,0
18661,3000.0,DEBTCONSOLIDATION,8.9,0.1,No,0
18662,17000.0,PERSONAL,14.54,0.15,Yes,0
18663,6000.0,DEBTCONSOLIDATION,6.62,0.19,No,0
18664,17000.0,HOMEIMPROVEMENT,11.12,0.12,Yes,0
18665,9175.0,MEDICAL,10.99,0.3,Yes,0
18666,3500.0,MEDICAL,13.49,0.11,No,0
18667,7475.0,DEBTCONSOLIDATION,8.49,0.24,No,0
18668,7000.0,DEBTCONSOLIDATION,10.99,0.23,No,0
18669,16800.0,DEBTCONSOLIDATION,7.37,0.18,No,0
18670,5000.0,EDUCATION,10.99,0.16,Yes,0
18671,16800.0,MEDICAL,11.01,0.15,No,0
18672,16775.0,PERSONAL,11.97,0.17,Yes,0
18673,16750.0,MEDICAL,14.96,0.56,No,1
18674,16750.0,PERSONAL,12.53,0.42,No,1
18675,16750.0,EDUCATION,13.98,0.34,No,1
18676,16750.0,MEDICAL,14.09,0.34,No,1
18677,4500.0,VENTURE,11.01,0.14,Yes,0
18678,2000.0,DEBTCONSOLIDATION,9.63,0.03,Yes,0
18679,16750.0,VENTURE,20.0,0.17,No,1
18680,16750.0,VENTURE,10.62,0.14,Yes,0
18681,2500.0,HOMEIMPROVEMENT,9.62,0.08,No,0
18682,4750.0,PERSONAL,14.83,0.15,No,0
18683,4000.0,PERSONAL,11.01,0.13,Yes,0
18684,16500.0,DEBTCONSOLIDATION,11.01,0.23,No,0
18685,6000.0,HOMEIMPROVEMENT,14.72,0.19,No,0
18686,5000.0,VENTURE,16.32,0.16,Yes,0
18687,16500.0,DEBTCONSOLIDATION,7.88,0.2,Yes,0
18688,16500.0,EDUCATION,14.72,0.19,No,0
18689,16450.0,HOMEIMPROVEMENT,16.02,0.34,No,1
18690,16425.0,MEDICAL,14.27,0.3,No,1
18691,16400.0,DEBTCONSOLIDATION,11.03,0.3,No,1
18692,16200.0,MEDICAL,10.25,0.31,No,1
18693,16200.0,MEDICAL,13.99,0.27,No,1
18694,16200.0,DEBTCONSOLIDATION,15.57,0.25,No,1
18695,6400.0,PERSONAL,7.51,0.21,Yes,0
18696,16100.0,HOMEIMPROVEMENT,11.83,0.19,Yes,0
18697,2000.0,EDUCATION,11.36,0.05,Yes,0
18698,11200.0,DEBTCONSOLIDATION,7.88,0.36,No,1
18699,16000.0,MEDICAL,7.9,0.43,No,1
18700,16000.0,MEDICAL,10.0,0.43,No,1
18701,16000.0,EDUCATION,15.7,0.36,No,1
18702,16000.0,DEBTCONSOLIDATION,10.99,0.44,No,1
18703,16000.0,MEDICAL,9.91,0.33,No,1
18704,16000.0,DEBTCONSOLIDATION,11.71,0.33,No,1
18705,16000.0,DEBTCONSOLIDATION,11.48,0.33,No,1
18706,2400.0,DEBTCONSOLIDATION,14.42,0.08,Yes,0
18707,3000.0,DEBTCONSOLIDATION,12.53,0.1,Yes,0
18708,16000.0,MEDICAL,12.99,0.35,No,1
18709,16000.0,DEBTCONSOLIDATION,11.01,0.3,No,1
18710,16000.0,VENTURE,10.0,0.29,No,1
18711,2000.0,HOMEIMPROVEMENT,12.42,0.06,Yes,0
18712,16000.0,DEBTCONSOLIDATION,12.73,0.33,No,1
18713,16000.0,MEDICAL,11.71,0.28,No,1
18714,16000.0,DEBTCONSOLIDATION,13.85,0.27,No,1
18715,16000.0,VENTURE,14.22,0.27,No,1
18716,16000.0,MEDICAL,9.91,0.26,No,1
18717,4500.0,VENTURE,5.42,0.14,Yes,0
18718,16000.0,PERSONAL,13.99,0.3,No,1
18719,16000.0,HOMEIMPROVEMENT,16.77,0.26,No,1
18720,16000.0,MEDICAL,11.01,0.26,No,1
18721,4000.0,MEDICAL,6.54,0.13,Yes,0
18722,16000.0,PERSONAL,13.48,0.29,No,1
18723,16000.0,EDUCATION,13.24,0.3,No,1
18724,16000.0,DEBTCONSOLIDATION,13.49,0.25,No,1
18725,16000.0,VENTURE,14.18,0.25,No,1
18726,16000.0,MEDICAL,14.74,0.27,No,1
18727,16000.0,VENTURE,11.12,0.24,Yes,0
18728,16000.0,PERSONAL,13.98,0.24,No,0
18729,16000.0,EDUCATION,16.32,0.26,No,1
18730,16000.0,EDUCATION,17.99,0.24,No,1
18731,5000.0,DEBTCONSOLIDATION,11.01,0.16,No,1
18732,16000.0,DEBTCONSOLIDATION,7.88,0.21,Yes,0
18733,2000.0,EDUCATION,11.01,0.04,Yes,0
18734,16000.0,PERSONAL,13.11,0.21,Yes,0
18735,16000.0,MEDICAL,13.47,0.21,Yes,0
18736,16000.0,PERSONAL,17.27,0.2,Yes,0
18737,16000.0,MEDICAL,13.06,0.2,Yes,0
18738,5000.0,DEBTCONSOLIDATION,14.11,0.16,Yes,0
18739,6000.0,DEBTCONSOLIDATION,5.99,0.19,Yes,0
18740,2400.0,VENTURE,14.96,0.07,No,0
18741,16000.0,MEDICAL,16.07,0.22,No,1
18742,16000.0,VENTURE,12.18,0.2,Yes,0
18743,16000.0,PERSONAL,11.58,0.19,No,0
18744,16000.0,EDUCATION,14.09,0.19,Yes,0
18745,16000.0,HOMEIMPROVEMENT,5.99,0.19,Yes,0
18746,2400.0,HOMEIMPROVEMENT,14.27,0.07,No,0
18747,16000.0,DEBTCONSOLIDATION,15.7,0.21,No,1
18748,16000.0,PERSONAL,14.42,0.19,No,0
18749,16000.0,EDUCATION,8.9,0.18,Yes,0
18750,2000.0,PERSONAL,7.49,0.04,No,0
18751,2000.0,PERSONAL,14.84,0.04,Yes,0
18752,2000.0,PERSONAL,11.49,0.04,No,0
18753,2000.0,MEDICAL,15.96,0.03,Yes,0
18754,2000.0,MEDICAL,14.91,0.03,No,1
18755,2000.0,MEDICAL,9.99,0.03,Yes,0
18756,12000.0,DEBTCONSOLIDATION,11.36,0.37,No,1
18757,13750.0,VENTURE,13.11,0.43,Yes,0
18758,2000.0,PERSONAL,10.99,0.04,Yes,0
18759,2000.0,MEDICAL,10.25,0.03,Yes,0
18760,5000.0,MEDICAL,8.94,0.16,Yes,0
18761,2000.0,MEDICAL,10.99,0.03,No,0
18762,6000.0,PERSONAL,9.63,0.19,No,0
18763,2000.0,EDUCATION,7.49,0.03,Yes,0
18764,2000.0,EDUCATION,5.79,0.03,Yes,0
18765,15000.0,DEBTCONSOLIDATION,9.76,0.46,No,1
18766,2000.0,MEDICAL,9.25,0.03,Yes,0
18767,2000.0,MEDICAL,14.79,0.02,Yes,0
18768,4000.0,DEBTCONSOLIDATION,14.74,0.12,No,1
18769,6500.0,HOMEIMPROVEMENT,9.99,0.2,Yes,0
18770,2000.0,PERSONAL,10.36,0.02,Yes,0
18771,2000.0,MEDICAL,11.01,0.03,No,1
18772,2000.0,EDUCATION,7.88,0.02,Yes,0
18773,2000.0,PERSONAL,9.88,0.02,Yes,0
18774,2000.0,MEDICAL,11.12,0.02,Yes,0
18775,4800.0,MEDICAL,7.66,0.15,Yes,0
18776,2000.0,MEDICAL,10.74,0.02,No,0
18777,6000.0,MEDICAL,6.91,0.18,No,1
18778,3000.0,MEDICAL,6.17,0.09,Yes,0
18779,2000.0,MEDICAL,9.99,0.02,No,0
18780,2000.0,VENTURE,14.17,0.02,No,1
18781,2000.0,DEBTCONSOLIDATION,10.37,0.02,Yes,0
18782,5000.0,MEDICAL,7.14,0.15,Yes,0
18783,2000.0,MEDICAL,11.01,0.02,Yes,0
18784,3600.0,MEDICAL,9.88,0.11,No,0
18785,2000.0,PERSONAL,14.27,0.01,No,0
18786,2000.0,VENTURE,11.01,0.01,No,0
18787,2000.0,HOMEIMPROVEMENT,11.01,0.01,No,0
18788,2000.0,DEBTCONSOLIDATION,9.91,0.01,No,0
18789,2000.0,VENTURE,13.49,0.01,Yes,0
18790,4400.0,MEDICAL,10.59,0.13,No,0
18791,2000.0,HOMEIMPROVEMENT,8.59,0.01,No,1
18792,2000.0,VENTURE,13.49,0.01,Yes,0
18793,2000.0,MEDICAL,11.71,0.01,No,0
18794,5000.0,EDUCATION,10.59,0.15,Yes,0
18795,2000.0,VENTURE,14.11,0.09,No,1
18796,2000.0,DEBTCONSOLIDATION,8.0,0.06,No,0
18797,2000.0,EDUCATION,12.53,0.06,Yes,0
18798,2000.0,PERSONAL,7.29,0.05,No,1
18799,2000.0,DEBTCONSOLIDATION,11.71,0.05,No,1
18800,2000.0,DEBTCONSOLIDATION,11.54,0.05,Yes,0
18801,2000.0,MEDICAL,13.22,0.04,No,0
18802,5600.0,EDUCATION,5.42,0.17,Yes,0
18803,2000.0,MEDICAL,18.99,0.04,Yes,0
18804,4300.0,VENTURE,5.99,0.13,No,0
18805,11500.0,EDUCATION,20.0,0.34,No,1
18806,2000.0,MEDICAL,6.76,0.03,Yes,0
18807,4200.0,HOMEIMPROVEMENT,7.88,0.13,Yes,0
18808,2000.0,DEBTCONSOLIDATION,7.88,0.02,No,0
18809,2000.0,EDUCATION,16.29,0.02,No,0
18810,2400.0,PERSONAL,10.99,0.07,No,0
18811,2000.0,MEDICAL,13.8,0.02,No,0
18812,2000.0,MEDICAL,15.23,0.02,Yes,0
18813,3000.0,MEDICAL,11.14,0.09,No,0
18814,2000.0,MEDICAL,11.01,0.02,Yes,0
18815,2000.0,DEBTCONSOLIDATION,17.56,0.02,No,1
18816,2000.0,PERSONAL,9.99,0.02,Yes,0
18817,2000.0,MEDICAL,16.29,0.02,No,1
18818,2000.0,PERSONAL,6.54,0.01,Yes,0
18819,2000.0,EDUCATION,11.01,0.07,No,1
18820,2000.0,VENTURE,11.49,0.04,Yes,0
18821,2000.0,DEBTCONSOLIDATION,13.23,0.01,No,0
18822,6500.0,EDUCATION,11.11,0.2,Yes,0
18823,2000.0,PERSONAL,9.91,0.03,Yes,0
18824,2000.0,MEDICAL,10.46,0.02,Yes,0
18825,2000.0,VENTURE,7.68,0.02,No,0
18826,2000.0,HOMEIMPROVEMENT,6.54,0.02,Yes,0
18827,2000.0,PERSONAL,7.74,0.05,Yes,0
18828,2000.0,VENTURE,11.49,0.08,No,0
18829,2000.0,MEDICAL,9.99,0.06,Yes,0
18830,2000.0,VENTURE,20.0,0.05,Yes,0
18831,2000.0,EDUCATION,8.49,0.05,Yes,0
18832,2000.0,HOMEIMPROVEMENT,12.99,0.06,No,1
18833,2000.0,PERSONAL,6.99,0.04,Yes,0
